0,8
1,10
2,22
3,63
4,65
5,99
6,119
7,123
8,145
9,165
10,181
11,211
12,230
13,274
14,288
15,289
16,321
17,341
18,404
19,412
20,416
21,419
22,448
23,472
24,477
25,482
26,503
27,520
28,542
29,565
30,572
31,629
32,649
33,658
34,706
35,724
36,725
37,726
38,750
39,764
40,812
41,813
42,817
43,825
44,827
45,830
46,837
47,855
48,900
49,903
50,958
51,976
52,978
53,979
54,984
55,998
56,1007
57,1010
58,1011
59,1017
60,1018
61,1033
62,1043
63,1051
64,1056
65,1057
66,1077
67,1082
68,1119
69,1126
70,1133
71,1172
72,1180
73,1187
74,1200
75,1201
76,1203
77,1206
78,1221
79,1222
80,1253
81,1265
82,1279
83,1302
84,1319
85,1334
86,1335
87,1357
88,1383
89,1393
90,1394
91,1401
92,1418
93,1420
94,1442
95,1456
96,1457
97,1458
98,1462
99,1463
100,1471
101,1496
102,1575
103,1609
104,1617
105,1627
106,1631
107,1636
108,1640
109,1655
110,1656
111,1657
112,1707
113,1747
114,1755
115,1770
116,1798
117,1818
118,1845
119,1847
120,1851
121,1861
122,1866
123,1867
124,1880
125,1890
126,1927
127,1929
128,1937
129,1946
130,1956
131,1957
132,1959
133,1963
134,1985
135,2013
136,2029
137,2040
138,2069
139,2076
140,2117
141,2118
142,2181
143,2187
144,2223
145,2235
146,2242
147,2245
148,2250
149,2258
150,2281
151,2288
152,2293
153,2337
154,2343
155,2345
156,2348
157,2380
158,2398
159,2404
160,2421
161,2428
162,2429
163,2435
164,2454
165,2460
166,2488
167,2500
168,2519
169,2521
170,2531
171,2580
172,2599
173,2617
174,2626
175,2627
176,2629
177,2648
178,2663
179,2675
180,2689
181,2710
182,2711
183,2713
184,2734
185,2742
186,2758
187,2766
188,2779
189,2782
190,2800
191,2805
192,2851
193,2853
194,2856
195,2863
196,2866
197,2873
198,2874
199,2875
200,2884
201,2887
202,2890
203,2899
204,2913
205,2953
206,2958
207,2968
208,2975
209,2977
210,2982
211,2984
212,2985
213,3003
214,3004
215,3006
216,3017
217,3028
218,3029
219,3040
220,3044
221,3068
222,3094
223,3095
224,3109
225,3129
226,3133
227,3138
228,3157
229,3159
230,3164
231,3166
232,3183
233,3184
234,3188
235,3198
236,3203
237,3208
238,3216
239,3229
240,3232
241,3249
242,3258
243,3264
244,3272
245,3275
246,3281
247,3295
248,3296
249,3324
250,3351
251,3356
252,3363
253,3379
254,3380
255,3390
256,3409
257,3434
258,3440
259,3455
260,3485
261,3505
262,3508
263,3516
264,3519
265,3536
266,3545
267,3546
268,3587
269,3602
270,3618
271,3629
272,3632
273,3682
274,3684
275,3709
276,3729
277,3735
278,3746
279,3756
280,3766
281,3768
282,3773
283,3804
284,3806
285,3819
286,3833
287,3836
288,3886
289,3890
290,3893
291,3894
292,3929
293,3983
294,3996
295,4019
296,4029
297,4049
298,4059
299,4067
300,4110
301,4118
302,4143
303,4152
304,4169
305,4174
306,4190
307,4213
308,4230
309,4238
310,4249
311,4255
312,4309
313,4332
314,4336
315,4343
316,4357
317,4362
318,4379
319,4425
320,4461
321,4477
322,4482
323,4483
324,4499
325,4541
326,4585
327,4587
328,4592
329,4604
330,4610
331,4621
332,4636
333,4652
334,4660
335,4666
336,4687
337,4688
338,4711
339,4720
340,4751
341,4755
342,4757
343,4762
344,4776
345,4780
346,4795
347,4832
348,4840
349,4848
350,4859
351,4861
352,4873
353,4880
354,4907
355,4915
356,4952
357,4983
358,4986
359,4987
360,5008
361,5016
362,5021
363,5028
364,5030
365,5049
366,5064
367,5095
368,5098
369,5100
370,5115
371,5148
